id,no_sapi,rpf,perilaku,ib_ke,jarak_ib,laktasi,ib,pkb,anggota_id,created_at,updated_at
453,131/VIII/AM,5,4,2,79,2,2011-10-23,2012-01-23,746,2011-10-23 17:30:50.000000,2012-01-23 17:30:50.000000
454,131/X/AK,8,2,2,56,3,2012-05-05,2012-08-05,532,2012-05-05 17:30:50.000000,2012-08-05 17:30:50.000000
455,131/X/AK,10,1,3,58,4,2012-03-10,2012-06-10,529,2012-03-10 17:30:50.000000,2012-06-10 17:30:50.000000
456,131/X/AL,2,3,2,86,2,2013-08-16,2013-11-16,766,2013-08-16 17:30:50.000000,2013-11-16 17:30:50.000000
457,131/XI/AL,5,5,2,72,4,2011-12-25,2012-03-26,526,2011-12-25 17:30:50.000000,2012-03-26 17:30:50.000000
458,132/IX/AL,3,2,2,26,2,2014-07-19,2014-10-19,105,2014-07-19 17:30:50.000000,2014-10-19 17:30:50.000000
459,132/VI/AJ,4,1,3,25,4,2012-03-20,2012-06-20,241,2012-03-20 17:30:50.000000,2012-06-20 17:30:50.000000
460,133/III/AG,6,1,2,35,5,2010-09-19,2010-12-20,915,2010-09-19 17:30:50.000000,2010-12-20 17:30:50.000000
461,133/III/AJ,6,5,3,68,2,2013-08-24,2013-11-24,568,2013-08-24 17:30:50.000000,2013-11-24 17:30:50.000000
462,133/IX/AL,5,3,4,13,1,2011-04-22,2011-07-23,213,2011-04-22 17:30:50.000000,2011-07-23 17:30:50.000000
463,133/V/AK,6,5,3,50,4,2015-07-14,2015-10-14,779,2015-07-14 17:30:50.000000,2015-10-14 17:30:50.000000
464,133/VII/AF,9,5,2,20,5,2010-09-05,2010-12-06,1168,2010-09-05 17:30:50.000000,2010-12-06 17:30:50.000000
465,133/VII/AH,10,3,3,30,5,2011-12-19,2012-03-20,1171,2011-12-19 17:30:50.000000,2012-03-20 17:30:50.000000
466,133/VII/AL,6,3,2,62,3,2014-08-20,2014-11-20,1170,2014-08-20 17:30:50.000000,2014-11-20 17:30:50.000000
467,134/IV/AQ,10,4,4,23,1,2015-07-20,2015-10-20,441,2015-07-20 17:30:50.000000,2015-10-20 17:30:50.000000
468,134/V/AF,9,1,2,21,1,2014-12-31,2015-04-02,920,2014-12-31 17:30:50.000000,2015-04-02 17:30:50.000000
469,134/V/AN,8,1,2,18,3,2012-05-24,2012-08-24,1116,2012-05-24 17:30:50.000000,2012-08-24 17:30:50.000000
470,134/XI/AK,8,3,4,30,1,2011-04-23,2011-07-24,451,2011-04-23 17:30:50.000000,2011-07-24 17:30:50.000000
471,135/IV/AM,1,2,2,35,1,2011-06-03,2011-09-03,137,2011-06-03 17:30:50.000000,2011-09-03 17:30:50.000000
472,135/IV/AO,9,1,2,68,1,2013-06-17,2013-09-17,16,2013-06-17 17:30:50.000000,2013-09-17 17:30:50.000000
473,135/V/AL,1,1,2,44,2,2010-12-13,2011-03-15,625,2010-12-13 17:30:50.000000,2011-03-15 17:30:50.000000
474,135/VII/AL,3,4,4,38,3,2012-11-20,2013-02-20,1153,2012-11-20 17:30:50.000000,2013-02-20 17:30:50.000000
475,135/XII/AL,3,1,2,45,5,2012-04-24,2012-07-25,1484,2012-04-24 17:30:50.000000,2012-07-25 17:30:50.000000
476,136/IV/AK,7,3,2,28,1,2010-12-02,2011-03-04,624,2010-12-02 17:30:50.000000,2011-03-04 17:30:50.000000
477,136/IX/AK,7,4,2,20,2,2014-07-23,2014-10-23,1231,2014-07-23 17:30:50.000000,2014-10-23 17:30:50.000000
478,136/V/AL,3,4,2,170,3,2015-06-24,2015-09-24,356,2015-06-24 17:30:50.000000,2015-09-24 17:30:50.000000
479,136/V/AM,7,5,2,43,3,2011-06-25,2011-09-25,899,2011-06-25 17:30:50.000000,2011-09-25 17:30:50.000000
480,136/VI/AK,4,5,2,84,3,2010-09-21,2010-12-22,1062,2010-09-21 17:30:50.000000,2010-12-22 17:30:50.000000
481,136/VI/AM,3,3,3,20,3,2014-02-21,2014-05-24,1329,2014-02-21 17:30:50.000000,2014-05-24 17:30:50.000000
482,136/VII/AH,9,4,2,113,2,2010-11-25,2011-02-25,985,2010-11-25 17:30:50.000000,2011-02-25 17:30:50.000000
483,137/IX/AL,7,1,2,24,2,2011-12-25,2012-03-26,1092,2011-12-25 17:30:50.000000,2012-03-26 17:30:50.000000
484,137/V/AM,3,4,3,25,1,2011-06-24,2011-09-24,816,2011-06-24 17:30:50.000000,2011-09-24 17:30:50.000000
485,137/VI/AL,8,5,3,21,5,2010-09-25,2010-12-26,191,2010-09-25 17:30:50.000000,2010-12-26 17:30:50.000000
486,137/VI/AN,10,5,2,21,5,2014-10-24,2015-01-24,851,2014-10-24 17:30:50.000000,2015-01-24 17:30:50.000000
487,137/VII/AI,8,5,2,21,4,2013-10-22,2014-01-22,703,2013-10-22 17:30:50.000000,2014-01-22 17:30:50.000000
488,137/X/AL,4,3,3,23,2,2013-08-17,2013-11-17,1204,2013-08-17 17:30:50.000000,2013-11-17 17:30:50.000000
489,137/XII/AN,9,2,2,22,2,2015-02-19,2015-05-22,151,2015-02-19 17:30:50.000000,2015-05-22 17:30:50.000000
490,138/V/AK,10,1,2,111,5,2012-04-24,2012-07-25,75,2012-04-24 17:30:50.000000,2012-07-25 17:30:50.000000
491,138/V/AL,4,5,2,19,4,2013-10-20,2014-01-20,1117,2013-10-20 17:30:50.000000,2014-01-20 17:30:50.000000
492,139/IV/AO,9,2,2,38,3,2013-05-24,2013-08-24,1298,2013-05-24 17:30:50.000000,2013-08-24 17:30:50.000000
493,139/IX/AL,7,1,2,29,3,2010-10-26,2011-01-26,274,2010-10-26 17:30:50.000000,2011-01-26 17:30:50.000000
494,139/V/AN,3,3,2,89,5,2013-05-25,2013-08-25,1242,2013-05-25 17:30:50.000000,2013-08-25 17:30:50.000000
495,14/I/AJ,9,1,4,44,1,2012-12-29,2013-03-31,472,2012-12-29 17:30:50.000000,2013-03-31 17:30:50.000000
496,14/I/AK,2,1,2,43,1,2012-08-25,2012-11-25,1409,2012-08-25 17:30:50.000000,2012-11-25 17:30:50.000000
497,14/I/AK,3,4,2,43,1,2014-12-22,2015-03-24,500,2014-12-22 17:30:50.000000,2015-03-24 17:30:50.000000
498,14/I/AL,7,4,2,71,1,2015-01-15,2015-04-17,86,2015-01-15 17:30:50.000000,2015-04-17 17:30:50.000000
499,14/I/AL,7,3,2,71,2,2015-09-25,2015-12-26,325,2015-09-25 17:30:50.000000,2015-12-26 17:30:50.000000
500,14/I/AL,5,3,3,53,1,2013-04-22,2013-07-23,392,2013-04-22 17:30:50.000000,2013-07-23 17:30:50.000000
501,14/I/AN,10,4,2,54,2,2013-02-13,2013-05-16,1432,2013-02-13 17:30:50.000000,2013-05-16 17:30:50.000000
502,14/I/AN,10,4,2,54,4,2013-07-18,2013-10-18,1432,2013-07-18 17:30:50.000000,2013-10-18 17:30:50.000000
503,14/I/AN,4,5,3,50,1,2013-05-25,2013-08-25,396,2013-05-25 17:30:50.000000,2013-08-25 17:30:50.000000
504,14/I/AO,1,2,2,31,5,2015-03-23,2015-06-23,424,2015-03-23 17:30:50.000000,2015-06-23 17:30:50.000000
505,14/I/AP,2,4,3,78,4,2014-06-19,2014-09-19,1435,2014-06-19 17:30:50.000000,2014-09-19 17:30:50.000000
506,14/I/AP,10,3,2,56,3,2015-09-24,2015-12-25,730,2015-09-24 17:30:50.000000,2015-12-25 17:30:50.000000
507,14/II/AH,2,2,2,93,3,2012-12-22,2013-03-24,959,2012-12-22 17:30:50.000000,2013-03-24 17:30:50.000000
508,14/IV/AJ,1,1,2,43,3,2011-04-20,2011-07-21,511,2011-04-20 17:30:50.000000,2011-07-21 17:30:50.000000
509,14/IX/AG,4,5,4,63,2,2010-11-06,2011-02-06,195,2010-11-06 17:30:50.000000,2011-02-06 17:30:50.000000
510,14/V/AH,6,2,3,86,1,2010-10-27,2011-01-27,1106,2010-10-27 17:30:50.000000,2011-01-27 17:30:50.000000
511,14/VI/AK,6,1,2,38,2,2013-08-19,2013-11-19,1043,2013-08-19 17:30:50.000000,2013-11-19 17:30:50.000000
512,14/VI/AK,2,2,3,30,2,2013-09-18,2013-12-19,1044,2013-09-18 17:30:50.000000,2013-12-19 17:30:50.000000
513,140/II/AL,7,5,2,46,3,2013-10-22,2014-01-22,350,2013-10-22 17:30:50.000000,2014-01-22 17:30:50.000000
514,140/V/AK,2,4,2,8,2,2011-07-18,2011-10-18,107,2011-07-18 17:30:50.000000,2011-10-18 17:30:50.000000
515,140/V/AK,8,5,3,58,2,2011-09-14,2011-12-15,107,2011-09-14 17:30:50.000000,2011-12-15 17:30:50.000000
516,140/VII/AL,1,5,2,119,1,2010-10-28,2011-01-28,1080,2010-10-28 17:30:50.000000,2011-01-28 17:30:50.000000
517,141/II/AI,8,3,2,42,2,2010-11-06,2011-02-06,1051,2010-11-06 17:30:50.000000,2011-02-06 17:30:50.000000
518,141/IV/AQ,4,4,2,43,3,2015-06-03,2015-09-03,85,2015-06-03 17:30:50.000000,2015-09-03 17:30:50.000000
519,141/V/AD,6,5,2,22,5,2011-09-23,2011-12-24,651,2011-09-23 17:30:50.000000,2011-12-24 17:30:50.000000
520,141/V/AK,6,5,2,51,5,2012-08-21,2012-11-21,909,2012-08-21 17:30:50.000000,2012-11-21 17:30:50.000000
521,141/V/AO,3,2,2,32,1,2013-09-22,2013-12-23,677,2013-09-22 17:30:50.000000,2013-12-23 17:30:50.000000
522,141/VI/AN,8,2,3,61,3,2013-09-12,2013-12-13,1465,2013-09-12 17:30:50.000000,2013-12-13 17:30:50.000000
523,141/X/AF,1,1,2,83,4,2012-08-24,2012-11-24,733,2012-08-24 17:30:50.000000,2012-11-24 17:30:50.000000
524,141/X/AN,2,2,2,22,2,2013-08-18,2013-11-18,1210,2013-08-18 17:30:50.000000,2013-11-18 17:30:50.000000
525,142/V/AN,2,5,2,199,5,2013-08-14,2013-11-14,476,2013-08-14 17:30:50.000000,2013-11-14 17:30:50.000000
526,142/V/AN,7,2,2,199,3,2015-09-24,2015-12-25,1373,2015-09-24 17:30:50.000000,2015-12-25 17:30:50.000000
527,142/VI/AN,10,2,2,50,5,2012-07-21,2012-10-21,1516,2012-07-21 17:30:50.000000,2012-10-21 17:30:50.000000
528,142/X/AL,6,5,2,15,5,2012-08-18,2012-11-18,292,2012-08-18 17:30:50.000000,2012-11-18 17:30:50.000000
529,143/III/AG,8,1,2,53,2,2010-09-04,2010-12-05,640,2010-09-04 17:30:50.000000,2010-12-05 17:30:50.000000
530,143/IX/AG,7,5,2,21,2,2010-10-28,2011-01-28,276,2010-10-28 17:30:50.000000,2011-01-28 17:30:50.000000
531,143/V/AM,10,5,2,82,2,2011-07-24,2011-10-24,165,2011-07-24 17:30:50.000000,2011-10-24 17:30:50.000000
532,143/VI/AH,3,4,2,21,5,2011-04-22,2011-07-23,649,2011-04-22 17:30:50.000000,2011-07-23 17:30:50.000000
533,143/VI/AN,7,3,2,56,3,2012-12-25,2013-03-27,745,2012-12-25 17:30:50.000000,2013-03-27 17:30:50.000000
534,143/XII/AK,6,1,3,22,2,2013-09-19,2013-12-20,1440,2013-09-19 17:30:50.000000,2013-12-20 17:30:50.000000
535,143/XII/AL,1,3,2,91,2,2013-07-16,2013-10-16,1519,2013-07-16 17:30:50.000000,2013-10-16 17:30:50.000000
536,144/VI/AL,10,3,2,86,2,2010-09-24,2010-12-25,969,2010-09-24 17:30:50.000000,2010-12-25 17:30:50.000000
537,145/III/AE,5,2,2,40,2,2010-09-12,2010-12-13,648,2010-09-12 17:30:50.000000,2010-12-13 17:30:50.000000
538,145/IV/AP,8,4,2,69,4,2015-06-22,2015-09-22,1076,2015-06-22 17:30:50.000000,2015-09-22 17:30:50.000000
539,145/V/AM,9,3,3,49,2,2012-08-25,2012-11-25,629,2012-08-25 17:30:50.000000,2012-11-25 17:30:50.000000
540,145/V/AN,5,5,3,225,2,2015-09-22,2015-12-23,342,2015-09-22 17:30:50.000000,2015-12-23 17:30:50.000000
541,145/V/AO,4,3,2,29,1,2013-06-22,2013-09-22,609,2013-06-22 17:30:50.000000,2013-09-22 17:30:50.000000
542,146/IV/AG,2,5,2,42,5,2013-05-25,2013-08-25,398,2013-05-25 17:30:50.000000,2013-08-25 17:30:50.000000
543,146/IV/AP,5,3,2,67,1,2014-06-30,2014-09-30,114,2014-06-30 17:30:50.000000,2014-09-30 17:30:50.000000
544,146/V/AN,4,2,2,35,2,2012-05-27,2012-08-27,1401,2012-05-27 17:30:50.000000,2012-08-27 17:30:50.000000
545,146/V/AN,7,2,2,35,1,2013-11-22,2014-02-22,1123,2013-11-22 17:30:50.000000,2014-02-22 17:30:50.000000
546,146/VI/AI,4,5,2,25,2,2014-06-17,2014-09-17,778,2014-06-17 17:30:50.000000,2014-09-17 17:30:50.000000
547,146/VII/AL,8,4,2,37,5,2015-02-23,2015-05-26,120,2015-02-23 17:30:50.000000,2015-05-26 17:30:50.000000
548,146/X/AK,2,3,2,21,3,2015-08-19,2015-11-19,880,2015-08-19 17:30:50.000000,2015-11-19 17:30:50.000000
549,146/XII/AF,9,2,2,18,3,2012-10-25,2013-01-25,1418,2012-10-25 17:30:50.000000,2013-01-25 17:30:50.000000
550,146/XII/AL,3,2,2,49,1,2013-06-16,2013-09-16,547,2013-06-16 17:30:50.000000,2013-09-16 17:30:50.000000
551,146/XII/AN,9,2,2,37,2,2014-12-22,2015-03-24,1419,2014-12-22 17:30:50.000000,2015-03-24 17:30:50.000000
552,147/V/AD,9,4,2,19,3,2010-08-29,2010-11-29,837,2010-08-29 17:30:50.000000,2010-11-29 17:30:50.000000
553,147/V/AN,4,1,2,24,5,2013-06-24,2013-09-24,646,2013-06-24 17:30:50.000000,2013-09-24 17:30:50.000000
554,147/VII/AH,3,4,2,68,3,2012-04-25,2012-07-26,125,2012-04-25 17:30:50.000000,2012-07-26 17:30:50.000000
555,147/X/AH,2,5,3,54,4,2010-11-07,2011-02-07,1037,2010-11-07 17:30:50.000000,2011-02-07 17:30:50.000000
556,147/X/AI,6,5,3,82,1,2014-12-30,2015-04-01,713,2014-12-30 17:30:50.000000,2015-04-01 17:30:50.000000
557,148/XI/AL,3,5,2,27,5,2013-08-23,2013-11-23,313,2013-08-23 17:30:50.000000,2013-11-23 17:30:50.000000
558,149/VII/AL,9,4,2,18,4,2011-09-04,2011-12-05,82,2011-09-04 17:30:50.000000,2011-12-05 17:30:50.000000
559,149/VII/AL,8,5,3,27,3,2011-10-01,2012-01-01,82,2011-10-01 17:30:50.000000,2012-01-01 17:30:50.000000
560,149/VIII/AJ,6,2,2,19,4,2010-10-31,2011-01-31,278,2010-10-31 17:30:50.000000,2011-01-31 17:30:50.000000
561,149/VIII/AK,3,5,2,35,4,2014-06-24,2014-09-24,973,2014-06-24 17:30:50.000000,2014-09-24 17:30:50.000000
562,149/XI/AH,5,4,4,29,3,2012-07-17,2012-10-17,767,2012-07-17 17:30:50.000000,2012-10-17 17:30:50.000000
563,149/XI/AK,9,4,2,32,5,2012-05-23,2012-08-23,766,2012-05-23 17:30:50.000000,2012-08-23 17:30:50.000000
564,15/I/AI,6,5,2,68,5,2015-07-07,2015-10-07,1406,2015-07-07 17:30:50.000000,2015-10-07 17:30:50.000000
565,15/II/AG,8,4,3,126,1,2010-09-03,2010-12-04,271,2010-09-03 17:30:50.000000,2010-12-04 17:30:50.000000
566,15/II/AG,1,1,2,39,2,2013-05-20,2013-08-20,299,2013-05-20 17:30:50.000000,2013-08-20 17:30:50.000000
567,15/III/AM,6,2,2,30,1,2015-06-12,2015-09-12,755,2015-06-12 17:30:50.000000,2015-09-12 17:30:50.000000
568,15/IX/AH,1,5,2,59,1,2011-04-21,2011-07-22,201,2011-04-21 17:30:50.000000,2011-07-22 17:30:50.000000
569,150/IX/AL,7,4,2,71,5,2012-07-20,2012-10-20,68,2012-07-20 17:30:50.000000,2012-10-20 17:30:50.000000
570,150/VI/AE,5,4,3,73,2,2013-10-24,2014-01-24,354,2013-10-24 17:30:50.000000,2014-01-24 17:30:50.000000
571,150/VII/AQ,9,2,2,26,5,2015-07-25,2015-10-25,355,2015-07-25 17:30:50.000000,2015-10-25 17:30:50.000000
572,150/XII/AL,5,2,2,41,2,2012-03-16,2012-06-16,466,2012-03-16 17:30:50.000000,2012-06-16 17:30:50.000000
573,151/V/AM,1,4,2,81,3,2013-07-24,2013-10-24,33,2013-07-24 17:30:50.000000,2013-10-24 17:30:50.000000
574,151/XI/AK,6,3,2,21,1,2011-12-11,2012-03-12,230,2011-12-11 17:30:50.000000,2012-03-12 17:30:50.000000
575,151/XII/AL,5,5,2,113,2,2012-05-15,2012-08-15,766,2012-05-15 17:30:50.000000,2012-08-15 17:30:50.000000
576,152/V/AH,9,2,2,61,4,2010-09-09,2010-12-10,831,2010-09-09 17:30:50.000000,2010-12-10 17:30:50.000000
577,152/V/AK,4,5,2,15,5,2011-06-25,2011-09-25,683,2011-06-25 17:30:50.000000,2011-09-25 17:30:50.000000
578,152/V/AM,6,2,2,68,2,2013-12-30,2014-04-01,211,2013-12-30 17:30:50.000000,2014-04-01 17:30:50.000000
579,152/V/AN,3,2,4,53,3,2013-12-27,2014-03-29,830,2013-12-27 17:30:50.000000,2014-03-29 17:30:50.000000
580,152/XI/AC,8,2,3,44,5,2010-09-16,2010-12-17,474,2010-09-16 17:30:50.000000,2010-12-17 17:30:50.000000
581,153/V/AM,6,5,2,49,1,2011-06-28,2011-09-28,132,2011-06-28 17:30:50.000000,2011-09-28 17:30:50.000000
582,153/VII/AK,1,3,3,49,4,2015-04-22,2015-07-23,728,2015-04-22 17:30:50.000000,2015-07-23 17:30:50.000000
583,153/VIII/AM,1,2,2,139,3,2015-08-24,2015-11-24,1327,2015-08-24 17:30:50.000000,2015-11-24 17:30:50.000000
584,154/IV/AO,9,1,2,86,5,2013-07-17,2013-10-17,305,2013-07-17 17:30:50.000000,2013-10-17 17:30:50.000000
585,154/V/AF,5,4,4,31,5,2013-11-19,2014-02-19,678,2013-11-19 17:30:50.000000,2014-02-19 17:30:50.000000
586,154/VI/AJ,8,3,3,42,5,2012-09-25,2012-12-26,707,2012-09-25 17:30:50.000000,2012-12-26 17:30:50.000000
587,154/VI/AK,5,2,2,40,5,2012-09-19,2012-12-20,573,2012-09-19 17:30:50.000000,2012-12-20 17:30:50.000000
588,154/X/AL,6,3,2,21,3,2014-01-23,2014-04-25,742,2014-01-23 17:30:50.000000,2014-04-25 17:30:50.000000
589,154/XII/AK,4,4,2,39,1,2013-12-30,2014-04-01,1402,2013-12-30 17:30:50.000000,2014-04-01 17:30:50.000000
590,155/III/AI,1,3,3,21,4,2010-08-30,2010-11-30,107,2010-08-30 17:30:50.000000,2010-11-30 17:30:50.000000
591,155/IX/AM,10,5,2,24,5,2011-10-15,2012-01-15,746,2011-10-15 17:30:50.000000,2012-01-15 17:30:50.000000
592,155/IX/AM,4,3,3,70,1,2011-12-24,2012-03-25,746,2011-12-24 17:30:50.000000,2012-03-25 17:30:50.000000
593,155/V/AL,3,3,2,35,3,2015-06-25,2015-09-25,726,2015-06-25 17:30:50.000000,2015-09-25 17:30:50.000000
594,155/V/AM,9,1,2,14,4,2011-05-27,2011-08-27,130,2011-05-27 17:30:50.000000,2011-08-27 17:30:50.000000
595,155/V/AM,5,5,2,14,2,2012-10-24,2013-01-24,130,2012-10-24 17:30:50.000000,2013-01-24 17:30:50.000000
596,155/V/AO,2,4,4,24,1,2013-07-25,2013-10-25,1350,2013-07-25 17:30:50.000000,2013-10-25 17:30:50.000000
597,155/VI/AI,10,1,2,22,1,2015-04-22,2015-07-23,779,2015-04-22 17:30:50.000000,2015-07-23 17:30:50.000000
598,156/IV/AM,6,2,2,38,5,2013-08-18,2013-11-18,1186,2013-08-18 17:30:50.000000,2013-11-18 17:30:50.000000
599,156/IV/AP,3,3,2,51,1,2015-08-03,2015-11-03,90,2015-08-03 17:30:50.000000,2015-11-03 17:30:50.000000
600,156/V/AK,7,4,2,32,4,2010-11-12,2011-02-12,672,2010-11-12 17:30:50.000000,2011-02-12 17:30:50.000000
601,156/V/AK,8,5,2,32,2,2013-08-24,2013-11-24,679,2013-08-24 17:30:50.000000,2013-11-24 17:30:50.000000
602,156/X/AL,2,1,3,30,1,2013-12-29,2014-03-31,55,2013-12-29 17:30:50.000000,2014-03-31 17:30:50.000000
603,157/IV/AK,8,2,3,28,4,2010-09-19,2010-12-20,1127,2010-09-19 17:30:50.000000,2010-12-20 17:30:50.000000
604,157/IX/AM,5,2,2,61,4,2015-03-20,2015-06-20,1499,2015-03-20 17:30:50.000000,2015-06-20 17:30:50.000000
605,157/V/AK,2,5,2,94,4,2011-10-17,2012-01-17,51,2011-10-17 17:30:50.000000,2012-01-17 17:30:50.000000
606,157/XI/AH,10,5,3,17,3,2014-02-21,2014-05-24,492,2014-02-21 17:30:50.000000,2014-05-24 17:30:50.000000
607,158/III/AN,5,4,3,102,5,2012-09-25,2012-12-26,1313,2012-09-25 17:30:50.000000,2012-12-26 17:30:50.000000
608,158/V/AG,2,5,2,44,1,2010-09-22,2010-12-23,631,2010-09-22 17:30:50.000000,2010-12-23 17:30:50.000000
609,158/VI/AG,9,1,2,75,2,2014-07-21,2014-10-21,857,2014-07-21 17:30:50.000000,2014-10-21 17:30:50.000000
610,158/XII/AI,2,4,2,22,4,2012-03-20,2012-06-20,746,2012-03-20 17:30:50.000000,2012-06-20 17:30:50.000000
611,158/XII/AJ,3,4,2,24,4,2013-08-19,2013-11-19,478,2013-08-19 17:30:50.000000,2013-11-19 17:30:50.000000
612,158/XII/AL,9,3,2,63,3,2013-04-16,2013-07-17,1424,2013-04-16 17:30:50.000000,2013-07-17 17:30:50.000000
613,158/XII/AL,6,4,2,17,5,2015-01-27,2015-04-29,1424,2015-01-27 17:30:50.000000,2015-04-29 17:30:50.000000
614,158/XII/AM,2,3,3,44,4,2013-07-18,2013-10-18,1422,2013-07-18 17:30:50.000000,2013-10-18 17:30:50.000000
615,159/V/AI,6,3,3,40,3,2013-06-19,2013-09-19,352,2013-06-19 17:30:50.000000,2013-09-19 17:30:50.000000
616,159/VI/AK,4,3,2,54,5,2013-10-25,2014-01-25,406,2013-10-25 17:30:50.000000,2014-01-25 17:30:50.000000
617,159/X/AL,7,4,2,21,3,2010-10-28,2011-01-28,277,2010-10-28 17:30:50.000000,2011-01-28 17:30:50.000000
618,16/I/AI,7,2,2,29,5,2014-06-24,2014-09-24,1272,2014-06-24 17:30:50.000000,2014-09-24 17:30:50.000000
619,16/I/AI,2,4,2,39,5,2012-05-20,2012-08-20,756,2012-05-20 17:30:50.000000,2012-08-20 17:30:50.000000
620,16/I/AK,10,5,2,69,4,2012-04-15,2012-07-16,468,2012-04-15 17:30:50.000000,2012-07-16 17:30:50.000000
621,16/I/AM,5,4,2,93,5,2012-04-23,2012-07-24,1005,2012-04-23 17:30:50.000000,2012-07-24 17:30:50.000000
622,16/I/AP,3,2,2,168,1,2015-09-24,2015-12-25,1331,2015-09-24 17:30:50.000000,2015-12-25 17:30:50.000000
623,16/II/AF,5,4,2,29,2,2011-09-02,2011-12-03,39,2011-09-02 17:30:50.000000,2011-12-03 17:30:50.000000
624,16/II/AF,5,5,2,41,4,2013-09-24,2013-12-25,39,2013-09-24 17:30:50.000000,2013-12-25 17:30:50.000000
625,16/VI/AO,1,1,2,37,4,2015-09-21,2015-12-22,1307,2015-09-21 17:30:50.000000,2015-12-22 17:30:50.000000
626,160/V/AF,6,5,2,50,5,2014-07-23,2014-10-23,346,2014-07-23 17:30:50.000000,2014-10-23 17:30:50.000000
627,160/V/AJ,8,1,2,19,3,2012-11-19,2013-02-19,1129,2012-11-19 17:30:50.000000,2013-02-19 17:30:50.000000
628,160/V/AJ,1,4,2,19,4,2014-12-31,2015-04-02,1332,2014-12-31 17:30:50.000000,2015-04-02 17:30:50.000000
629,160/V/AJ,8,2,2,19,4,2015-02-13,2015-05-16,714,2015-02-13 17:30:50.000000,2015-05-16 17:30:50.000000
630,160/V/AN,4,3,2,76,5,2013-08-20,2013-11-20,313,2013-08-20 17:30:50.000000,2013-11-20 17:30:50.000000
631,160/VII/AL,9,5,2,22,1,2011-07-19,2011-10-19,455,2011-07-19 17:30:50.000000,2011-10-19 17:30:50.000000
632,160/VIII/AL,6,2,2,101,2,2014-06-25,2014-09-25,1479,2014-06-25 17:30:50.000000,2014-09-25 17:30:50.000000
633,160/XII/AM,9,1,3,49,3,2013-08-23,2013-11-23,1468,2013-08-23 17:30:50.000000,2013-11-23 17:30:50.000000
634,161/III/AH,10,5,2,2,4,2015-01-13,2015-04-15,1335,2015-01-13 17:30:50.000000,2015-04-15 17:30:50.000000
635,161/IV/AO,9,1,3,21,5,2013-06-24,2013-09-24,1261,2013-06-24 17:30:50.000000,2013-09-24 17:30:50.000000
636,161/VI/AM,5,5,2,19,5,2011-06-20,2011-09-20,676,2011-06-20 17:30:50.000000,2011-09-20 17:30:50.000000
637,161/VI/AP,6,5,3,29,4,2015-07-24,2015-10-24,1339,2015-07-24 17:30:50.000000,2015-10-24 17:30:50.000000
638,161/VII/AJ,10,3,3,64,1,2014-11-25,2015-02-25,1139,2014-11-25 17:30:50.000000,2015-02-25 17:30:50.000000
639,161/VIII/AN,7,3,2,17,5,2012-08-25,2012-11-25,1408,2012-08-25 17:30:50.000000,2012-11-25 17:30:50.000000
640,162/III/AK,6,3,2,45,1,2011-07-20,2011-10-20,1013,2011-07-20 17:30:50.000000,2011-10-20 17:30:50.000000
641,162/IV/AJ,9,2,3,29,3,2015-04-22,2015-07-23,1144,2015-04-22 17:30:50.000000,2015-07-23 17:30:50.000000
642,162/V/AL,6,5,2,47,4,2013-05-19,2013-08-19,370,2013-05-19 17:30:50.000000,2013-08-19 17:30:50.000000
643,162/V/AN,8,3,2,19,2,2013-12-28,2014-03-30,829,2013-12-28 17:30:50.000000,2014-03-30 17:30:50.000000
644,162/VI/AI,9,1,2,44,3,2014-10-20,2015-01-20,1149,2014-10-20 17:30:50.000000,2015-01-20 17:30:50.000000
645,162/VI/AM,3,5,2,22,5,2012-09-25,2012-12-26,642,2012-09-25 17:30:50.000000,2012-12-26 17:30:50.000000
646,162/VII/AL,1,1,2,38,2,2011-07-06,2011-10-06,142,2011-07-06 17:30:50.000000,2011-10-06 17:30:50.000000
647,162/X/AK,10,3,2,20,3,2013-02-14,2013-05-17,1514,2013-02-14 17:30:50.000000,2013-05-17 17:30:50.000000
648,162/X/AM,10,3,2,75,1,2011-12-21,2012-03-22,1513,2011-12-21 17:30:50.000000,2012-03-22 17:30:50.000000
649,162/XI/AF,3,3,3,32,4,2010-09-06,2010-12-07,1008,2010-09-06 17:30:50.000000,2010-12-07 17:30:50.000000
650,163/V/AQ,10,3,4,21,1,2015-09-17,2015-12-18,442,2015-09-17 17:30:50.000000,2015-12-18 17:30:50.000000
651,163/VII/AG,7,2,3,40,2,2010-11-15,2011-02-15,56,2010-11-15 17:30:50.000000,2011-02-15 17:30:50.000000
652,163/VII/AL,7,4,2,105,2,2012-05-21,2012-08-21,55,2012-05-21 17:30:50.000000,2012-08-21 17:30:50.000000
653,163/X/AH,7,3,2,84,2,2011-06-20,2011-09-20,98,2011-06-20 17:30:50.000000,2011-09-20 17:30:50.000000
654,163/XII/AM,1,5,3,45,4,2015-07-14,2015-10-14,1326,2015-07-14 17:30:50.000000,2015-10-14 17:30:50.000000
655,164/VIII/AH,10,5,2,22,2,2012-10-25,2013-01-25,972,2012-10-25 17:30:50.000000,2013-01-25 17:30:50.000000
656,164/X/AL,1,3,3,20,1,2010-10-27,2011-01-27,970,2010-10-27 17:30:50.000000,2011-01-27 17:30:50.000000
657,165/V/AM,6,2,3,44,4,2011-09-10,2011-12-11,49,2011-09-10 17:30:50.000000,2011-12-11 17:30:50.000000
